ethnicityId,salaryBucketId,departmentId,gender
1,1,26,F
2,0,44,F
1,1,33,F
2,1,6,F
1,1,55,M
1,1,18,F
1,1,47,M
1,1,47,M
2,1,19,M
1,0,47,F
1,1,47,M
2,1,47,F
1,1,47,M
1,1,47,M
1,1,47,F
2,1,47,F
2,1,47,M
1,1,47,M
2,1,47,F
2,1,47,F
1,1,47,M
3,1,47,M
1,1,47,M
2,1,29,M
1,1,29,M
1,1,10,F
1,1,42,M
1,1,22,F
1,0,22,F
1,0,22,F
1,0,22,F
2,0,40,F
2,1,20,M
1,1,45,F
1,1,16,F
1,1,16,M
1,1,34,M
1,0,28,F
2,1,33,F
2,1,44,F
2,0,33,F
1,1,22,F
1,0,42,F
1,2,10,M
1,1,43,M
1,0,47,M
1,1,47,M
1,1,18,M
2,1,22,F
1,0,19,M
2,0,40,M
1,0,40,F
1,2,43,F
1,0,42,F
1,1,42,F
1,1,44,F
1,1,45,M
1,0,45,M
3,0,22,F
2,2,22,F
1,1,42,M
1,1,42,M
3,1,42,F
3,1,42,M
1,1,42,M
1,1,42,M
1,1,42,M
1,1,42,M
2,1,42,M
1,1,42,M
1,1,42,M
1,1,42,M
1,1,42,M
3,1,42,M
1,1,42,M
1,1,42,M
2,1,42,M
1,1,42,M
1,1,42,M
1,1,42,M
1,1,42,M
3,1,42,M
1,1,42,M
1,1,42,M
1,1,42,M
1,1,42,M
4,1,42,M
1,1,42,M
1,1,42,M
1,1,42,M
4,1,42,M
2,1,42,F
1,1,42,M
1,1,42,M
1,1,42,M
2,1,42,M
1,1,42,M
1,1,42,M
1,1,42,M
1,1,42,F
1,1,42,M
1,1,42,M
1,1,42,F
1,1,42,M
1,1,47,M
2,1,42,M
1,1,42,M
1,1,42,M
2,1,42,M
1,1,42,M
2,1,42,M
2,1,42,M
1,1,42,M
1,1,42,M
1,1,42,M
1,1,42,F
1,1,42,M
1,1,42,M
1,1,42,F
3,1,42,M
2,1,42,M
1,1,42,M
3,0,16,M
1,1,42,M
1,1,42,M
1,1,42,M
2,1,42,M
1,1,42,F
2,1,6,M
2,0,44,M
1,0,44,M
1,0,44,M
2,0,26,M
1,2,26,F
1,0,54,F
1,1,8,M
3,0,22,F
2,0,45,M
2,0,11,F
1,1,21,F
1,1,19,M
1,1,19,M
1,1,19,M
1,1,19,M
1,1,19,M
1,1,19,M
1,1,19,M
1,1,19,M
1,1,19,M
1,1,19,F
1,1,19,M
1,1,19,M
1,1,19,M
1,1,19,M
1,1,19,M
1,1,19,M
1,1,19,M
2,1,19,M
1,1,19,M
1,1,19,M
1,1,19,F
1,1,19,M
1,1,19,M
1,1,19,M
1,1,19,M
1,1,19,F
1,1,19,M
1,1,19,F
1,1,19,M
1,1,19,M
1,2,32,F
3,1,45,M
1,0,42,F
2,2,10,M
2,0,33,F
1,1,33,M
1,0,54,F
2,1,54,M
1,2,48,M
1,1,42,M
1,1,40,F
1,1,14,F
1,1,54,M
2,0,10,M
2,1,45,M
2,0,10,F
1,1,52,M
1,1,22,F
2,1,22,F
1,0,22,F
1,0,40,F
3,1,22,F
1,1,22,M
1,1,2,F
1,1,6,F
1,1,3,F
2,1,3,F
2,1,54,M
1,0,45,M
1,0,52,F
1,1,16,M
1,1,16,F
1,0,16,M
4,1,25,F
1,1,24,M
1,1,10,M
1,1,27,F
1,0,42,F
1,1,47,F
1,1,47,M
1,1,47,M
1,1,47,M
2,1,47,M
1,1,47,M
2,1,47,M
1,1,47,M
2,1,47,F
1,1,47,M
1,1,47,M
1,1,47,M
2,1,47,F
1,1,47,M
1,1,47,M
2,1,47,M
31,1,47,F
1,0,42,M
1,0,42,M
2,0,33,F
1,0,33,F
2,1,10,M
1,0,19,M
1,0,19,M
1,1,54,M
1,0,44,F
2,1,10,F
1,0,45,M
1,0,45,M
1,1,45,M
1,0,40,M
1,0,40,M
1,1,6,F
1,0,10,M
1,0,40,F
1,0,40,F
1,1,54,M
2,0,54,M
1,1,10,F
2,1,10,M
2,1,10,M
2,1,10,M
1,1,18,F
1,1,10,M
1,1,54,M
1,0,40,M
1,1,10,F
2,0,10,F
1,0,10,M
1,0,22,F
1,1,22,M
2,0,42,M
2,0,11,F
1,1,10,M
1,0,10,M
2,1,10,M
2,1,10,F
2,0,10,M
1,1,42,F
1,0,21,F
1,1,10,M
1,1,18,F
2,1,54,F
2,1,54,M
1,0,54,M
1,2,54,M
1,1,54,M
2,0,42,M
2,0,10,M
2,0,10,M
1,0,40,M
1,0,33,F
4,1,42,F
1,1,45,M
2,1,45,M
2,0,14,F
1,0,47,M
2,1,10,M
1,0,10,F
1,1,10,M
2,1,10,M
1,1,10,M
1,2,10,M
1,1,26,M
2,0,10,F
1,1,10,F
2,0,22,F
2,0,48,F
1,1,46,F
1,1,6,M
1,1,54,M
1,0,40,M
2,0,47,F
1,1,10,F
